scientificName;decimalLongitude;decimalLatitude;wc2.1_30s_bio_1;wc2.1_30s_bio_2;wc2.1_30s_bio_3;wc2.1_30s_bio_4;wc2.1_30s_bio_5;wc2.1_30s_bio_6;wc2.1_30s_bio_7;wc2.1_30s_bio_8;wc2.1_30s_bio_9;wc2.1_30s_bio_10;wc2.1_30s_bio_11;wc2.1_30s_bio_12;wc2.1_30s_bio_13;wc2.1_30s_bio_14;wc2.1_30s_bio_15;wc2.1_30s_bio_16;wc2.1_30s_bio_17;wc2.1_30s_bio_18;wc2.1_30s_bio_19
Dichotomius agenor;-73,458,622;955,570,299,999,997;285,541,667,938,232;11,125;794,642,791,748,047;585,219,345,092,773;359,000,015,258,789;218,999,996,185,303;140,000,019,073,486;277,999,992,370,605;290,666,675,567,627;292,333,335,876,465;277,999,992,370,605;1392;239;24;567,553,176,879,883;519;103;213;519
Dichotomius agenor;-73,520,155;960,852,700,000,007;285,874,996,185,303;110,916,662,216,187;79,226,188,659,668;624,909,248,352,051;36;22;14;280,833,320,617,676;286,499,996,185,303;293,500,003,814,697;277,999,992,370,605;1470;258;18;58,428,783,416,748;619;93;238;600
Dichotomius agenor;-73,597,363;971,412,699,999,994;285,416,660,308,838;108,166,666,030,884;783,816,452,026,367;679,850,921,630,859;36;222,000,007,629,395;137,999,992,370,605;27,716,667,175,293;285,833,339,691,162;293,666,667,938,232;276,833,324,432,373;1482;233;14;584,762,840,270,996;561;81;294;414
Dichotomius agenor;-73,290,659;954,222,700,000,014;27,470,832,824,707;110,083,332,061,768;803,527,908,325,195;562,243,309,020,996;34,5;207,999,992,370,605;137,000,007,629,395;267,666,664,123,535;273,666,667,938,232;280,499,992,370,605;267,333,335,876,465;1534;262;23;580,841,369,628,906;647;93;269;507
Dichotomius agenor;-73,282,509;955,078,799,999,995;270,708,332,061,768;109,583,339,691,162;805,759,811,401,367;539,974,098,205,566;34;203,999,996,185,303;136,000,003,814,697;263,833,332,061,768;273,999,996,185,303;276,166,667,938,232;263,500,003,814,697;1499;269;16;577,935,371,398,926;649;108;235;548
Dichotomius agenor;-7,389,056;725,533,000,000,009;280,666,675,567,627;11,25;885,826,873,779,297;343,995,895,385,742;345,999,984,741,211;218,999,996,185,303;126,999,988,555,908;276,000,003,814,697;28,216,667,175,293;284,833,335,876,465;276,000,003,814,697;2897;462;41;518,721,885,681,152;1128;219;536;1128
Dichotomius agenor;-73,853,441;733,566,099,999,996;28,095,832,824,707;112,749,996,185,303;880,859,298,706,055;33,740,894,317,627;347,000,007,629,395;218,999,996,185,303;128,000,011,444,092;276,499,996,185,303;281,833,324,432,373;28,5;276,499,996,185,303;3084;449;42;538,953,590,393,066;1198;205;540;1198
Dichotomius agenor;-7,370,668;730,155,000,000,004;278,125;116,750,001,907,349;884,469,833,374,023;328,304,862,976,074;345,999,984,741,211;213,999,996,185,303;131,999,988,555,908;275,666,675,567,627;278,833,332,061,768;282,000,007,629,395;273,833,332,061,768;2528;418;39;546,995,048,522,949;945;212;530;902
Dichotomius agenor;-73,843,614;733,439,999,999,986;28,091,667,175,293;11,283,332,824,707;881,510,314,941,406;336,987,686,157,227;347,000,007,629,395;218,999,996,185,303;128,000,011,444,092;276,499,996,185,303;281,833,324,432,373;28,5;276,499,996,185,303;2983;448;35;534,708,862,304,688;1144;212;546;1144
Dichotomius agenor;-73,855,205;728,602,599,999,996;279,791,660,308,838;114,416,666,030,884;886,951,065,063,477;335,381,927,490,234;345,999,984,741,211;217,000,007,629,395;128,999,977,111,816;27,533,332,824,707;280,666,675,567,627;283,833,332,061,768;27,533,332,824,707;2835;448;36;526,627,006,530,762;1105;214;525;1105
Dichotomius agenor;-73,878,061;726,434,300,000,007;280,416,660,308,838;113,000,001,907,349;889,763,870,239,258;34,101,001,739,502;345,999,984,741,211;218,999,996,185,303;126,999,988,555,908;275,833,339,691,162;281,499,996,185,303;284,500,007,629,395;275,833,339,691,162;2884;443;36;548,757,209,777,832;1124;179;532;1124
Dichotomius agenor;-73,768,617;734,873,199,999,985;278,875,007,629,395;114,583,330,154,419;881,410,369,873,047;328,304,634,094,238;345,999,984,741,211;216,000,003,814,697;129,999,980,926,514;27,466,667,175,293;279,500,007,629,395;28,283,332,824,707;27,466,667,175,293;2780;418;43;489,362,030,029,297;1083;266;517;1083
Dichotomius agenor;-73,890,041;727,663,700,000,013;280,708,332,061,768;112,249,994,277,954;883,858,337,402,344;34,407,844,543,457;345,999,984,741,211;218,999,996,185,303;126,999,988,555,908;277,666,664,123,535;281,999,988,555,908;284,833,335,876,465;276,000,003,814,697;2895;426;42;511,262,664,794,922;1073;204;536;1057
Dichotomius agenor;-73,857,472;726,107,200,000,004;279,833,335,876,465;114,833,326,339,722;890,180,969,238,281;322,161,407,470,703;345,999,984,741,211;217,000,007,629,395;128,999,977,111,816;275,499,992,370,605;280,833,339,691,162;283,666,667,938,232;275,499,992,370,605;2826;448;36;53,374,641,418,457;1058;203;512;1058
Dichotomius agenor;-73,792,786;740,833,099,999,991;281,083,335,876,465;111,000,003,814,697;867,187,423,706,055;351,511,535,644,531;347,000,007,629,395;218,999,996,185,303;128,000,011,444,092;278,333,339,691,162;281,666,660,308,838;28,533,332,824,707;276,500,015,258,789;2776;379;42;506,400,985,717,773;1045;222;520;1020
Dichotomius agenor;-73,817,819;726,975,699,999,999;279,208,335,876,465;115,916,662,216,187;891,666,793,823,242;324,358,329,772,949;345,999,984,741,211;216,000,003,814,697;129,999,980,926,514;276,666,660,308,838;280,166,664,123,535;283,166,656,494,141;27,5;2769;459;36;58,967,960,357,666;1110;170;490;1005
Dichotomius agenor;-73,903,531;726,133,100,000,003;281,208,324,432,373;111,083,335,876,465;881,613,845,825,195;34,407,829,284,668;345,999,984,741,211;22;125,999,984,741,211;278,166,675,567,627;282,666,664,123,535;28,533,332,824,707;276,499,996,185,303;2697;425;37;538,046,035,766,602;1024;157;534;983
Dichotomius agenor;-73,873,114;724,680,599,999,994;280,458,335,876,465;114,083,337,783,813;891,276,092,529,297;320,835,494,995,117;345,999,984,741,211;217,999,992,370,605;127,999,992,370,605;276,166,667,938,232;281,666,660,308,838;284,333,324,432,373;276,166,667,938,232;2819;387;42;526,954,612,731,934;1086;186;529;1086
Dichotomius agenor;-7,380,747;743,725,400,000,018;281,333,332,061,768;109,333,333,969,116;860,892,333,984,375;342,008,094,787,598;347,000,007,629,395;22;127,000,007,629,395;278,666,667,938,232;281,833,343,505,859;285,499,992,370,605;277,000,007,629,395;2887;420;36;5,418,017,578,125;1138;204;478;1112
Dichotomius agenor;-7,388,592;730,115,199,999,998;28,125;111,666,669,845,581;879,265,060,424,805;34,012,020,111,084;347,000,007,629,395;22;127,000,007,629,395;278,333,339,691,162;28,25;28,533,332,824,707;276,666,660,308,838;2935;378;37;528,541,030,883,789;1072;160;533;1035
Dichotomius agenor;-73,881,247;723,519,499,999,994;280,583,324,432,373;113,500,003,814,697;893,700,866,699,219;332,916,412,353,516;345,999,984,741,211;218,999,996,185,303;126,999,988,555,908;276,000,003,814,697;281,833,324,432,373;284,499,988,555,908;276,000,003,814,697;2968;443;33;504,154,090,881,348;1102;231;582;1102
Dichotomius agenor;-7,383,283;727,803,999,999,989;279,249,992,370,605;115,500,001,907,349;888,461,685,180,664;329,255,256,652,832;345,999,984,741,211;216,000,003,814,697;129,999,980,926,514;274,833,335,876,465;28,033,332,824,707;283,166,656,494,141;274,833,335,876,465;2902;447;24;547,574,996,948,242;1122;174;526;1122
Dichotomius agenor;-73,861,456;740,976,499,999,997;282,374,992,370,605;109,416,656,494,141;861,548,614,501,953;342,534,065,246,582;347,999,992,370,605;221,000,003,814,697;126,999,988,555,908;277,999,992,370,605;28,283,332,824,707;286,499,996,185,303;277,999,992,370,605;2864;390;35;559,379,653,930,664;1091;150;520;1091
Dichotomius agenor;-73,792,362;731,666,800,000,009;279,500,007,629,395;11,5;884,615,478,515,625;333,711,814,880,371;345,999,984,741,211;216,000,003,814,697;129,999,980,926,514;276,833,343,505,859;28,033,332,824,707;283,500,003,814,697;275,166,664,123,535;2584;367;23;555,474,090,576,172;1009;155;480;923
Dichotomius agenor;-73,842,209;741,563,799,999,999;28,220,832,824,707;109,749,994,277,954;857,421,875;349,972,991,943,359;347,999,992,370,605;22;127,999,992,370,605;27,783,332,824,707;28,533,332,824,707;286,499,996,185,303;27,783,332,824,707;2777;467;32;587,430,725,097,656;1029;195;488;1029
Dichotomius agenor;-73,902,677;733,717,299,999,993;282,250,003,814,697;108,833,332,061,768;870,666,656,494,141;347,392,883,300,781;347,000,007,629,395;222,000,007,629,395;12,5;279,333,343,505,859;283,333,339,691,162;286,499,996,185,303;277,666,664,123,535;2910;456;42;536,252,098,083,496;1127;182;544;1116
Dichotomius agenor;-73,854,851;7,392,947;281,916,656,494,141;110,166,664,123,535;860,677,108,764,648;352,157,745,361,328;347,999,992,370,605;22;127,999,992,370,605;277,333,335,876,465;28,25;286,166,648,864,746;277,333,335,876,465;2992;424;41;510,285,415,649,414;1146;215;520;1146
Dichotomius agenor;-7,377,881;731,574,599,999,994;279,166,660,308,838;115,833,339,691,162;884,223,937,988,281;334,618,797,302,246;347,000,007,629,395;216,000,003,814,697;131,000,003,814,697;276,499,996,185,303;28;283,166,675,567,627;274,833,335,876,465;2637;371;51;497,136,039,733,887;994;206;530;911
Dichotomius agenor;-73,878,142;7,370,626;282,083,339,691,162;109,666,662,216,187;863,517,150,878,906;352,157,859,802,246;347,999,992,370,605;221,000,003,814,697;126,999,988,555,908;278,999,996,185,303;28,283,332,824,707;286,333,332,061,768;27,75;2998;470;32;578,006,439,208,984;1206;147;512;1150
Dichotomius agenor;-73,825,764;730,439,000,000,013;279,500,007,629,395;11,466,667,175,293;888,889,083,862,305;337,773,284,912,109;345,999,984,741,211;217,000,007,629,395;128,999,977,111,816;276,666,679,382,324;280,499,992,370,605;283,500,003,814,697;27,5;2688;386;42;537,826,194,763,184;1003;172;520;915
Dichotomius agenor;-75,707,752;939,462,300,000,002;277,666,664,123,535;886,666,679,382,324;813,455,657,958,984;380,987,243,652,344;332,999,992,370,605;223,999,996,185,303;108,999,996,185,303;274,500,007,629,395;27,966,667,175,293;28,216,667,175,293;273,166,656,494,141;1236;189;17;639,930,572,509,766;505;59;277;483
Dichotomius agenor;-75,708,397;938,489,199,999,999;276,875;890,833,282,470,703;817,278,137,207,031;387,957,954,406,738;332,000,007,629,395;222,999,992,370,605;109,000,015,258,789;273,666,667,938,232;278,833,332,061,768;281,499,996,185,303;272,333,335,876,465;1318;212;18;656,354,217,529,297;570;61;255;498
Dichotomius agenor;-73,866,789;738,564,799,999,998;28,216,667,175,293;109,499,998,092,651;862,204,742,431,641;351,835,021,972,656;347,999,992,370,605;221,000,003,814,697;126,999,988,555,908;277,666,664,123,535;28,283,332,824,707;286,499,996,185,303;277,666,664,123,535;2818;433;35;575,244,827,270,508;1074;155;497;1074
Dichotomius agenor;-73,86;735,523,000,000,005;281,749,992,370,605;111,666,660,308,838;872,395,858,764,648;356,434,364,318,848;347,999,992,370,605;22;127,999,992,370,605;278,833,332,061,768;282,666,664,123,535;286,000,003,814,697;277,000,007,629,395;2976;425;42;55,881,706,237,793;1138;168;534;1129
Dichotomius agenor;-72,553,745;11,170,382;281,291,675,567,627;9,875;783,730,239,868,164;828,321,914,672,852;342,999,992,370,605;217,000,007,629,395;125,999,984,741,211;278,999,996,185,303;274,500,007,629,395;291,999,988,555,908;271,333,332,061,768;1009;187;8;693,600,006,103,516;476;44;236;78
Dichotomius agenor;-72,542,547;11,167,587;280,625;980,833,339,691,162;78,466,667,175,293;838,051,071,166,992;342,000,007,629,395;217,000,007,629,395;12,5;278,166,656,494,141;273,833,332,061,768;291,499,996,185,303;270,666,675,567,627;978;186;10;683,288,879,394,531;454;49;224;79
Dichotomius agenor;-73,869,583;723,786,100,000,005;280,499,992,370,605;113,999,996,185,303;89,763,786,315,918;321,925,773,620,605;345,999,984,741,211;218,999,996,185,303;126,999,988,555,908;276,166,667,938,232;281,833,324,432,373;284,333,324,432,373;276,166,667,938,232;2901;387;37;512,565,650,939,941;1085;194;542;1085
Dichotomius agenor;-73,886,901;731,324,799,999,985;281,208,343,505,859;111,416,673,660,278;877,296,600,341,797;346,710,548,400,879;347,000,007,629,395;22;127,000,007,629,395;278,166,675,567,627;28,25;28,533,332,824,707;276,499,996,185,303;2962;427;37;558,802,146,911,621;1129;162;498;1102
Dichotomius agenor;-7,537,725;306,666,700,000,003;255,125,007,629,395;105,749,998,092,651;859,756,011,962,891;49,411,304,473,877;324,000,015,258,789;201,000,003,814,697;123,000,011,444,092;250,166,664,123,535;25,966,667,175,293;26,216,667,175,293;250,166,664,123,535;1685;227;40;427,166,023,254,395;598;201;216;598
Dichotomius agenor;-75,388,306;305,947,200,000,004;247,749,996,185,303;102,666,664,123,535;855,555,572,509,766;463,925,895,690,918;31,5;19,5;12;242,999,992,370,605;252,000,007,629,395;254,333,343,505,859;242,999,992,370,605;1716;233;48;420,510,482,788,086;609;209;222;609
Dichotomius agenor;-75,387,444;307,252,800,000,007;247,416,667,938,232;102,666,664,123,535;862,745,056,152,344;454,689,445,495,605;313,999,996,185,303;19,5;118,999,996,185,303;242,666,664,123,535;251,499,996,185,303;253,833,332,061,768;242,666,664,123,535;1665;226;39;417,778,167,724,609;585;201;213;585
Dichotomius agenor;-72,629,166;110,264,919,999,999;275,416,660,308,838;991,666,603,088,379;787,037,124,633,789;793,104,782,104,492;335,999,984,741,211;21;125,999,984,741,211;273,166,656,494,141;268,999,996,185,303;28,533,332,824,707;265,666,656,494,141;1008;162;9;667,909,088,134,766;442;41;244;50
Dichotomius agenor;-72,602,937;110,556,879,999,999;274,833,335,876,465;980,000,114,440,918;784,000,091,552,734;811,657,485,961,914;33,5;21;12,5;272,666,664,123,535;268,333,339,691,162;284,833,335,876,465;264,833,335,876,465;1098;223;10;70,797,492,980,957;513;57;257;69
Dichotomius agenor;-72,754,849;109,690,399,999,999;278,958,339,691,162;104,750,003,814,697;799,618,301,391,602;733,440,933,227,539;342,000,007,629,395;211,000,003,814,697;131,000,003,814,697;276,333,332,061,768;273,500,003,814,697;288,333,339,691,162;270,166,664,123,535;1188;276;6;801,180,953,979,492;574;46;265;46
Dichotomius agenor;-72,671,431;11,054,458;279,500,007,629,395;101,833,333,969,116;78,940,559,387,207;800,000,152,587,891;342,000,007,629,395;212,999,992,370,605;129,000,015,258,789;277,333,335,876,465;272,999,992,370,605;28,966,667,175,293;26,966,667,175,293;1066;194;10;692,152,709,960,938;431;39;264;71
